Order,File_Type,SKU_number,SoldFlag,SoldCount,MarketingType,ReleaseNumber,New_Release_Flag,StrengthFactor,PriceReg,ReleaseYear,ItemCount,LowUserPrice,LowNetPrice
64486,historical,610293,0.0,0.0,s,5,1,136579.0,93.0,2013,60,28.89,36.99
64487,historical,610620,0.0,0.0,s,22,1,30233.0,82.0,2014,45,41.39,36.27
64488,historical,531375,0.0,0.0,s,2,1,220042.0,99.0,2008,90,30.98248656474811,40.78
64489,historical,531374,0.0,0.0,s,11,1,24915.0,91.0,2012,36,20.96,57.98
64490,historical,132588,0.0,0.0,s,2,1,603074.0,61.4,2008,32,30.98248656474811,0.0
64491,historical,120716,0.0,0.0,s,2,1,682860.0,56.8,2008,36,5.43,40.52
64492,historical,531372,0.0,0.0,s,4,1,1078633.0,50.0,2010,22,4.06,22.98
64493,historical,1437134,0.0,0.0,s,2,1,65726.0,79.0,2014,22,50.32,55.23
64494,historical,141546,0.0,0.0,s,6,1,2118030.0,7.49,2001,100,48.93,7.96
64495,historical,627858,0.0,0.0,s,10,1,1524.0,93.75,2013,89,48.93,58.99
64496,historical,132176,0.0,0.0,s,2,1,124310.0,72.0,2006,36,13.86,33.99
64497,historical,147625,0.0,0.0,s,8,1,291967.0,68.95,2010,69,25.0,43.99
64498,historical,140969,0.0,0.0,s,6,1,811143.0,110.95,1999,28,4.0,80.77
64499,historical,106677,0.0,0.0,s,48,1,1224863.0,71.95,2008,63,67.63,11.49
64502,historical,907845,0.0,0.0,s,5,1,59939.0,90.0,2014,34,53.46,61.09
64503,historical,537716,0.0,0.0,s,11,1,941384.0,20.0,2012,46,21.86,5.99
64504,historical,871679,0.0,0.0,s,13,1,113843.0,24.0,2015,24,21.86,27.89
64505,historical,614388,0.0,0.0,s,6,1,1080504.0,81.95,2000,45,143.83,40.03
64506,historical,131159,0.0,0.0,s,3,1,375376.0,108.8,1998,53,30.98248656474811,44.79
64507,historical,531362,0.0,0.0,s,3,1,754273.0,71.95,2009,32,7.92,50.8
64508,historical,50631,0.0,0.0,s,3,1,1937537.0,102.0,1997,55,73.97,42.08
64509,historical,214295,0.0,0.0,s,4,1,1615684.0,17.95,2004,34,23.69,12.08
64510,historical,313867,0.0,0.0,s,3,1,1103373.0,181.8,2004,43,4.0,13.99
64511,historical,1718476,0.0,0.0,s,3,1,140544.0,85.0,2014,14,30.98248656474811,58.43
64512,historical,913936,0.0,0.0,s,2,1,1524723.0,75.3,1995,27,29.44,48.5
64513,historical,175417,0.0,0.0,s,0,0,142300.0,43.5,2001,70,17.01,29.98
64514,historical,871933,0.0,0.0,s,3,1,57954.0,106.95,2014,38,52.99,68.99
64515,historical,531360,0.0,0.0,s,3,1,168290.0,61.95,2012,24,39.86,45.99
64516,historical,531358,0.0,0.0,s,2,1,618741.0,115.95,2012,34,32.31,81.15
64517,historical,541382,0.0,0.0,s,4,1,57942.0,62.95,2012,28,32.72,50.86
64518,historical,617523,0.0,0.0,s,3,1,238125.0,86.8,2002,21,30.98248656474811,146.49
64519,historical,544981,0.0,0.0,s,2,1,106334.0,63.0,2012,31,34.85,50.95
64520,historical,176653,0.0,0.0,s,3,1,663260.0,252.95,2000,23,30.98248656474811,0.0
64521,historical,126130,0.0,0.0,s,0,0,750057.0,44.95,1999,25,30.98248656474811,35.48
64522,historical,120899,0.0,0.0,s,1,0,104832.0,136.2,2006,37,40.31,76.32
64523,historical,117935,0.0,0.0,s,0,0,499940.0,75.2,2005,25,40.31,90.24
64524,historical,531354,0.0,0.0,s,2,1,50633.0,73.95,2012,51,46.89,51.51
64525,historical,290975,0.0,0.0,s,2,1,373476.0,57.95,2011,29,4.27,27.99
64526,historical,179126,0.0,0.0,s,5,1,310058.0,94.95,2008,22,30.98248656474811,0.0
64527,historical,1723749,0.0,0.0,s,11,1,304156.0,128.95,2011,13,5.97,18.99
64528,historical,652626,0.0,0.0,s,2,1,267746.0,49.95,2012,46,20.69,37.8
64529,historical,531352,0.0,0.0,s,6,1,86556.0,112.0,2012,38,26.93,58.99
64530,historical,539435,1.0,1.0,s,6,1,55819.0,116.4,2013,71,19.61,31.92
64531,historical,645600,0.0,0.0,s,3,1,1218704.0,59.95,2014,21,54.21,45.96
64532,historical,549680,0.0,0.0,s,2,1,141864.0,32.95,2010,32,9.04,17.74
64533,historical,307949,0.0,0.0,s,2,1,1335695.0,62.0,2001,63,4.08,6.99
64535,historical,863090,0.0,0.0,s,2,1,1201689.0,42.99,2003,18,5.82,108.79
64536,historical,860713,0.0,0.0,s,2,1,132875.0,49.99,2012,47,20.23,30.35
64537,historical,1446656,0.0,0.0,s,2,1,163762.0,39.95,2013,30,33.86,23.65
64538,historical,664290,0.0,0.0,s,2,1,387573.0,50.0,2013,17,18.95,32.2
64539,historical,593994,0.0,0.0,s,2,1,571157.0,59.95,2010,24,30.98248656474811,0.0
64540,historical,200144,0.0,0.0,s,3,1,1375909.0,92.95,2006,36,38.13,6.34
64541,historical,673131,0.0,0.0,s,1,0,10140.0,16.95,2014,26,30.98248656474811,11.98
64542,historical,628665,0.0,0.0,s,1,0,582262.0,122.95,2011,27,30.4,72.63
64543,historical,1742863,0.0,0.0,s,9,1,784951.0,90.89524344324518,2008,15,73.99,79.25
64544,historical,407863,0.0,0.0,s,3,1,583458.0,221.0,2010,56,6.99,68.13
64545,historical,1609054,0.0,0.0,s,2,1,369032.0,47.95,2009,12,30.98248656474811,47.95
64547,historical,2255599,0.0,0.0,s,0,0,1059411.0,57.25,2014,39,14.61,22.97
64548,historical,858238,0.0,0.0,s,0,0,684294.0,44.99,2013,15,88.29,44.98
64549,historical,859835,0.0,0.0,s,2,1,1245412.0,55.0,2009,22,4.0,45.94
64552,historical,2007016,0.0,0.0,s,0,0,325340.0,79.97,2014,11,30.98248656474811,58.08
64553,historical,2163290,0.0,0.0,s,1,0,414992.0,74.95,2010,34,28.99,66.17
64554,historical,617859,0.0,0.0,s,2,1,89164.0,100.0,2006,29,40.82,54.46
64556,historical,145842,0.0,0.0,s,10,1,813734.0,141.33,2008,37,18.85,76.47
64558,historical,619491,0.0,0.0,s,1,0,535817.0,30.95,1996,71,19.27,15.39
64559,historical,652288,0.0,0.0,s,3,1,39775.0,45.95,2013,41,32.33,32.34
64561,historical,618489,0.0,0.0,s,10,1,412498.0,187.99,2008,32,12.49,58.22
64563,historical,745847,0.0,0.0,s,1,0,705587.0,50.0,1997,45,30.98248656474811,23.74
64564,historical,2683710,0.0,0.0,s,2,1,69030.0,19.95,2005,127,12.5,8.49
64565,historical,1542122,0.0,0.0,s,2,1,1358866.0,49.95,2011,26,37.07,41.15
64566,historical,1758095,0.0,0.0,s,5,1,183199.0,90.89524344324518,2013,8,30.98248656474811,45.49
64567,historical,295047,0.0,0.0,s,2,1,214308.0,69.95,2007,19,30.98248656474811,0.0
64568,historical,623603,0.0,0.0,s,2,1,1239080.0,59.99,2006,27,15.62,18.7
64569,historical,2435242,0.0,0.0,s,2,1,1618438.0,45.95,2000,26,26.95,44.89
64570,historical,1927543,0.0,0.0,s,1,0,644684.0,42.95,2011,20,30.98248656474811,21.6
64571,historical,1590523,0.0,0.0,s,3,1,361486.0,44.99,2009,18,30.98248656474811,31.56
64572,historical,128373,1.0,1.0,s,2,1,131498.0,50.0,2006,30,38.99,40.27
64573,historical,898624,0.0,0.0,s,3,1,150728.0,49.95,2013,33,40.67,44.96
64574,historical,291336,0.0,0.0,s,1,0,38716.0,69.99,2006,39,30.98248656474811,52.68
64575,historical,655419,0.0,0.0,s,1,0,239936.0,48.0,2012,15,30.98248656474811,29.39
64576,historical,570487,0.0,0.0,s,3,1,1480779.0,131.95,2009,13,5.68,94.78
64577,historical,169697,0.0,0.0,s,3,1,828779.0,131.95,2009,38,5.68,28.98
64578,historical,130406,0.0,0.0,s,4,1,57589.0,99.8,2011,44,38.98,78.54
64579,historical,714664,0.0,0.0,s,3,1,3731993.0,66.0,1999,29,6.67,7.49
64580,historical,745386,0.0,0.0,s,5,1,4605977.0,57.29,2008,17,147.94,52.97
64581,historical,874277,0.0,0.0,s,3,1,2593003.0,18.99,2003,48,105.0,16.95
64582,historical,908806,0.0,0.0,s,2,1,7121086.0,55.0,1995,20,6.67,8.52
64584,historical,178587,0.0,0.0,s,1,0,1362712.0,121.95,2004,20,4.27,71.88
64586,historical,344215,0.0,0.0,s,5,1,444189.0,67.04,2005,55,13.46,52.87
64587,historical,113198,0.0,0.0,s,3,1,14151.0,74.95,2011,41,32.98,41.17
64588,historical,446828,1.0,1.0,s,2,1,33925.0,134.0,2010,68,58.99,81.04
64589,historical,541774,0.0,0.0,s,3,1,210595.0,50.0,2011,34,23.44,18.72
64590,historical,615191,0.0,0.0,s,3,1,27962.0,69.95,2011,45,34.38,43.2
64592,historical,531339,0.0,0.0,s,0,0,559089.0,75.0,2001,18,18.09,33.98
64593,historical,639252,0.0,0.0,s,2,1,105599.0,44.95,2009,34,25.99,32.01
64594,historical,910979,0.0,0.0,s,0,0,1657582.0,18.95,2007,25,25.99,22.48
64599,historical,1779831,0.0,0.0,s,1,0,375234.0,59.99,2014,15,30.98248656474811,33.29
64600,historical,129814,0.0,0.0,s,2,1,497163.0,174.2,1996,51,4.37,75.27
64601,historical,176848,0.0,0.0,s,2,1,941907.0,155.95,2000,44,133.94,33.97
64602,historical,751281,0.0,0.0,s,5,1,1612132.0,85.49,2010,17,123.47,89.19
64603,historical,185912,0.0,0.0,s,2,1,23922.0,64.99,2002,69,29.43,37.04
64605,historical,287362,0.0,0.0,s,2,1,723169.0,174.2,1999,52,30.98248656474811,38.99
64606,historical,531334,0.0,0.0,s,3,1,657049.0,138.95,2008,54,53.98,45.28
64607,historical,618589,0.0,0.0,s,2,1,214702.0,50.0,2008,31,25.21,23.98
64608,historical,633747,0.0,0.0,s,3,1,16268.0,60.0,2013,28,33.97,32.65
64609,historical,531333,0.0,0.0,s,2,1,692772.0,34.99,2009,25,12.24,9.08
64610,historical,540710,0.0,0.0,s,2,1,142593.0,64.99,2012,43,30.42,49.39
64611,historical,120769,0.0,0.0,s,4,1,352544.0,84.67,2009,36,89.79,19.59
64612,historical,637562,0.0,0.0,s,3,1,18306.0,54.99,2013,35,27.53,30.15
64613,historical,254313,0.0,0.0,s,2,1,1045508.0,87.95,2011,30,82.0,74.73
64614,historical,402369,0.0,0.0,s,3,1,40505.0,32.41,2002,20,49.93,24.54
64615,historical,594280,0.0,0.0,s,0,0,676433.0,89.95,2009,22,48.04,48.13
64616,historical,1782916,0.0,0.0,s,10,1,2165626.0,86.35,2012,20,98.35,183.69
64617,historical,713226,0.0,0.0,s,8,1,2136767.0,130.0,2002,42,123.98,10.65
64618,historical,531332,0.0,0.0,s,2,1,596622.0,49.99,2000,48,4.0,15.1
64619,historical,54643,0.0,0.0,s,6,1,2998447.0,282.95,2004,54,168.46,7.99
64620,historical,612452,0.0,0.0,s,1,0,395856.0,49.95,2013,20,30.98248656474811,34.5
64622,historical,881480,0.0,0.0,s,0,0,72725.0,90.89524344324518,2007,17,4.0,38.4
64624,historical,2551410,0.0,0.0,s,19,1,2271817.0,75.95,2002,14,7.89,62.69
64625,historical,54524,1.0,1.0,s,11,1,432689.0,41.95,2008,166,29.55,7.99
64626,historical,54523,0.0,0.0,s,10,1,827557.0,40.95,2006,128,29.55,11.49
64627,historical,864613,0.0,0.0,s,14,1,813.0,46.95,2014,77,29.55,37.47
64629,historical,368430,0.0,0.0,s,3,1,850368.0,47.95,2006,53,30.98248656474811,24.49
64630,historical,637584,0.0,0.0,s,2,1,15356.0,53.95,2013,27,32.22,35.09
64633,historical,628868,0.0,0.0,s,2,1,351852.0,49.95,2005,37,15.87,29.45
64636,historical,1954131,1.0,2.0,s,2,1,2039.0,50.0,2014,40,17.23,23.97
64637,historical,1958207,0.0,0.0,s,0,0,71965.0,50.0,2014,17,30.98248656474811,30.0
64638,historical,593931,0.0,0.0,s,3,1,932285.0,100.95,2009,55,8.91,25.51
64640,historical,58052,0.0,0.0,s,8,1,2308877.0,29.98,1997,26,121.66,66.3
64641,historical,582839,0.0,0.0,s,2,1,164956.0,188.95,2001,36,13.9,95.09
64642,historical,609620,0.0,0.0,s,4,1,197850.0,223.95,2009,40,43.94,119.84
64644,historical,576954,0.0,0.0,s,2,1,771102.0,47.95,2011,20,63.86,39.29
64645,historical,531326,0.0,0.0,s,3,1,9985.0,18.0,2012,52,7.6,10.29
64646,historical,2866493,0.0,0.0,s,2,1,7739820.0,44.99,2003,22,34.99,8.98
64647,historical,802574,0.0,0.0,s,3,1,1987553.0,44.99,2005,28,34.99,5.43
64648,historical,618635,0.0,0.0,s,2,1,144333.0,59.99,2003,32,6.57,16.48
64649,historical,1943675,0.0,0.0,s,3,1,597379.0,54.95,2014,20,17.25,44.65
64650,historical,627407,0.0,0.0,s,3,1,419133.0,44.95,2010,9,23.13,44.9
64651,historical,545291,0.0,0.0,s,4,1,161131.0,54.95,2011,39,13.98,35.62
64652,historical,143920,0.0,0.0,s,0,0,1659590.0,90.89524344324518,2004,22,30.98248656474811,71.4
64653,historical,567784,1.0,1.0,s,7,1,41943.0,125.95,2011,53,43.89,62.94
64654,historical,545829,0.0,0.0,s,2,1,166311.0,50.0,2013,66,37.75,38.39
64655,historical,545816,0.0,0.0,s,2,1,289535.0,60.0,2013,27,33.78,48.39
64656,historical,126625,0.0,0.0,s,1,0,494413.0,74.0,2004,46,7.8,33.78
64657,historical,129006,0.0,0.0,s,2,1,263185.0,98.95,2005,54,13.13,28.37
64658,historical,285406,1.0,2.0,s,3,1,12049.0,222.25,2009,95,23.94,56.74
64659,historical,629902,0.0,0.0,s,2,1,334486.0,99.0,2010,20,30.98248656474811,0.0
64660,historical,247974,0.0,0.0,s,3,1,239957.0,27.95,2010,42,17.71,22.55
64661,historical,903893,0.0,0.0,s,2,1,1304224.0,84.99,2012,20,33.54,46.49
64662,historical,531316,0.0,0.0,s,2,1,1515756.0,213.33,2002,28,4.44,42.99
64663,historical,1826304,0.0,0.0,s,2,1,127841.0,82.95,2014,57,46.39,49.93
64664,historical,666225,0.0,0.0,s,2,1,584426.0,47.95,2005,20,30.98248656474811,42.79
64665,historical,273026,0.0,0.0,s,0,0,541877.0,8.99,1999,63,105.47,6.74
64666,historical,150954,0.0,0.0,s,0,0,152734.0,17.0,2003,98,105.47,8.49
64669,historical,2648839,0.0,0.0,s,2,1,890010.0,63.95,1999,22,4.0,25.98
64670,historical,644663,0.0,0.0,s,2,1,31509.0,34.95,2012,33,28.53,25.34
64671,historical,1538912,0.0,0.0,s,2,1,663494.0,60.95,2007,29,52.02,22.15
64673,historical,909077,0.0,0.0,s,10,1,757619.0,34.99,2013,40,22.3,25.8
64674,historical,802717,0.0,0.0,s,7,1,1397104.0,34.99,2010,30,22.3,8.19
64675,historical,2649402,0.0,0.0,s,2,1,638690.0,72.95,2002,38,30.98248656474811,43.36
64678,historical,801449,0.0,0.0,s,0,0,419897.0,42.95,2008,19,30.98248656474811,29.2
64679,historical,640664,0.0,0.0,s,0,0,463127.0,41.0,2008,18,30.98248656474811,26.17
64680,historical,534634,0.0,0.0,s,3,1,69148.0,42.0,2013,46,34.82,18.99
64681,historical,861992,0.0,0.0,s,2,1,57813.0,38.0,2014,25,32.64,25.93
64682,historical,542146,0.0,0.0,s,2,1,521125.0,49.99,2005,17,30.98248656474811,0.0
64683,historical,2036622,0.0,0.0,s,2,1,1689011.0,46.99,2009,43,20.48,13.78
64684,historical,634843,0.0,0.0,s,3,1,448390.0,59.99,2005,28,30.98248656474811,0.0
64685,historical,861748,0.0,0.0,s,3,1,59808.0,64.95,2013,20,40.73,36.24
64686,historical,2334444,0.0,0.0,s,6,1,572428.0,39.0,1994,27,30.98248656474811,72.49
64687,historical,866658,0.0,0.0,s,10,1,128922.0,61.0,2014,19,37.28,41.13
64689,historical,108047,0.0,0.0,s,5,1,3547872.0,93.75,2003,36,35.97,39.96
64690,historical,200550,0.0,0.0,s,1,0,625182.0,141.95,2010,32,35.97,46.99
64691,historical,368135,0.0,0.0,s,4,1,1050932.0,227.8,1997,35,8.22,65.09
64692,historical,203564,0.0,0.0,s,6,1,681871.0,108.99,2007,54,46.86,53.99
64693,historical,531306,0.0,0.0,s,3,1,964215.0,62.95,2012,57,5.73,19.23
64694,historical,243922,0.0,0.0,s,21,1,216819.0,45.95,2011,48,11.63,12.99
64695,historical,531305,0.0,0.0,s,22,1,65515.0,41.95,2012,56,11.63,23.99
64696,historical,610338,0.0,0.0,s,5,1,357303.0,139.95,2013,67,9.9,13.49
64697,historical,647266,0.0,0.0,s,2,1,546045.0,60.95,2011,15,39.34,53.1
64698,historical,627633,0.0,0.0,s,2,1,235526.0,76.95,2004,23,30.98248656474811,0.0
64699,historical,531304,0.0,0.0,s,4,1,125503.0,217.95,2012,74,93.02,76.75
64700,historical,577057,0.0,0.0,s,3,1,1177015.0,120.95,2004,26,9.35,41.72
64702,historical,249810,0.0,0.0,s,2,1,730687.0,148.95,2009,43,10.79,72.94
64703,historical,366763,0.0,0.0,s,2,1,248289.0,189.95,2004,32,30.98248656474811,68.99
64704,historical,366764,0.0,0.0,s,1,0,276085.0,137.95,2007,27,30.98248656474811,87.4
64705,historical,623481,0.0,0.0,s,2,1,231655.0,120.95,2010,20,30.98248656474811,0.0
64706,historical,577058,0.0,0.0,s,3,1,255334.0,147.95,2004,32,30.98248656474811,48.99
64707,historical,545147,0.0,0.0,s,2,1,1235846.0,117.95,2010,18,44.09,72.61
64708,historical,58043,0.0,0.0,s,3,1,691594.0,221.95,2003,64,148.98,28.84
64709,historical,58041,0.0,0.0,s,2,1,549478.0,259.95,1998,65,148.98,47.86
64710,historical,673767,0.0,0.0,s,0,0,168050.0,26.95,2013,27,21.56,29.98
64711,historical,861292,0.0,0.0,s,2,1,843852.0,75.0,2013,19,43.96,54.9
64712,historical,189975,0.0,0.0,s,0,0,452237.0,41.95,2004,25,30.98248656474811,23.96
64713,historical,542058,0.0,0.0,s,9,1,25823.0,149.95,2010,69,40.23,56.92
64714,historical,127542,0.0,0.0,s,2,1,127175.0,44.95,2011,43,30.28,36.99
64715,historical,55378,0.0,0.0,s,10,1,1090489.0,252.95,2006,23,8.74,49.52
64716,historical,55376,0.0,0.0,s,10,1,767323.0,240.95,2006,35,8.74,50.61
64717,historical,768838,0.0,0.0,s,3,1,417546.0,58.71,2001,33,53.73,43.47
64718,historical,126526,0.0,0.0,s,0,0,220335.0,35.0,2003,31,21.88,27.56
64719,historical,544629,0.0,0.0,s,2,1,596449.0,42.4,2012,20,30.98248656474811,42.39
64720,historical,224505,0.0,0.0,s,10,1,373943.0,168.4,1997,44,57.54,61.95
64721,historical,632060,1.0,2.0,s,2,1,102995.0,38.95,2013,50,14.97,27.99
64722,historical,117281,0.0,0.0,s,2,1,256324.0,58.8,2006,25,3.98,55.94
64723,historical,864615,0.0,0.0,s,5,1,47702.0,49.95,2014,56,31.74,33.68
64724,historical,531297,0.0,0.0,s,8,1,51839.0,96.95,2012,74,47.72,50.49
64725,historical,531296,0.0,0.0,s,4,1,435260.0,68.0,2009,18,30.98248656474811,27.99
64726,historical,56967,0.0,0.0,s,2,1,1869521.0,65.6,2004,43,42.51,8.88
64727,historical,608932,0.0,0.0,s,2,1,3157563.0,59.95,2000,34,29.54,18.49
64728,historical,1518970,0.0,0.0,s,4,1,928153.0,62.95,2014,17,59.21,47.09
64729,historical,492444,0.0,0.0,s,3,1,75925.0,103.95,2012,50,26.03,62.89
64730,historical,293114,0.0,0.0,s,6,1,656872.0,79.95,2005,43,53.22,28.48
64731,historical,2557473,0.0,0.0,s,3,1,1316425.0,186.25,1986,25,30.98248656474811,48.99
64732,historical,2398118,0.0,0.0,s,3,1,510984.0,84.95,1986,46,30.98248656474811,42.99
64733,historical,767163,0.0,0.0,s,2,1,461953.0,148.95,1999,18,6.09,72.93
64734,historical,626934,0.0,0.0,s,2,1,391539.0,172.95,2004,26,8.67,51.78
64735,historical,3743869,0.0,0.0,s,3,1,481051.0,89.99,2016,11,30.98248656474811,48.96
64736,historical,2679798,0.0,0.0,s,2,1,2511993.0,129.0,1994,11,91.05,69.75
64737,historical,658174,0.0,0.0,s,2,1,43840.0,64.95,2012,22,59.92,46.97
64739,historical,531293,0.0,0.0,s,4,1,812725.0,60.95,2010,20,30.98248656474811,40.39
64740,historical,701726,0.0,0.0,s,1,0,1137850.0,99.0,2010,21,30.98248656474811,106.16
64741,historical,284452,0.0,0.0,s,9,1,268244.0,161.4,1996,44,11.19,72.63
64743,historical,164024,0.0,0.0,s,4,1,1902827.0,18.36,1996,46,132.94,25.98
64744,historical,544027,0.0,0.0,s,8,1,475522.0,71.0,2012,17,30.98248656474811,49.89
64745,historical,585453,0.0,0.0,s,14,1,270945.0,50.0,2002,38,23.98,62.99
64746,historical,861295,1.0,1.0,s,4,1,498826.0,123.75,2013,20,21.82,53.58
64747,historical,129887,0.0,0.0,s,1,0,506052.0,74.99,1996,27,30.98248656474811,19.75
64748,historical,615665,1.0,1.0,s,2,1,219306.0,279.4,1993,57,3.99,43.58
64749,historical,225942,0.0,0.0,s,2,1,566505.0,265.0,2007,28,31.24,29.19
64750,historical,52570,0.0,0.0,s,6,1,162659.0,113.95,2004,100,135.41,15.98
64751,historical,2376550,1.0,1.0,s,2,1,422132.0,73.85,1987,27,33.97,58.45
64752,historical,552076,0.0,0.0,s,2,1,5286028.0,36.0,2001,25,61.26,4.95
64753,historical,162952,0.0,0.0,s,2,1,14601.0,60.0,2010,65,29.94,34.97
64754,historical,120038,0.0,0.0,s,2,1,245831.0,90.8,1999,39,13.88,38.99
64755,historical,549729,0.0,0.0,s,2,1,1285620.0,42.0,2011,17,10.89,15.62
64756,historical,286504,0.0,0.0,s,3,1,417338.0,91.6,2011,30,26.93,59.79
64757,historical,658285,0.0,0.0,s,0,0,757901.0,75.0,2013,41,49.74,17.45
64758,historical,117983,0.0,0.0,s,4,1,644445.0,113.0,2005,40,20.97,24.81
64759,historical,2566072,0.0,0.0,s,2,1,1475110.0,120.0,1992,19,15.4,92.65
64760,historical,699198,0.0,0.0,s,14,1,1302130.0,47.97,2011,12,218.41,64.06
64761,historical,284842,0.0,0.0,s,12,1,1397288.0,140.6,1997,26,218.41,53.99
64762,historical,541839,0.0,0.0,s,3,1,139443.0,180.0,2013,31,66.57,94.99
64763,historical,55020,1.0,1.0,s,4,1,246815.0,178.69,2007,50,194.39,101.25
64764,historical,165932,0.0,0.0,s,6,1,3455151.0,44.51,2004,29,18.98,41.64
64765,historical,106501,1.0,1.0,s,2,1,104326.0,130.0,2010,29,58.99,85.21
64766,historical,249851,0.0,0.0,s,2,1,931144.0,246.95,2007,34,11.18,72.39
64767,historical,2336026,0.0,0.0,s,3,1,1533992.0,99.8,1991,32,22.99,29.99
64768,historical,534400,0.0,0.0,s,3,1,2377770.0,63.0,1993,42,65.62,16.41
64769,historical,56392,0.0,0.0,s,4,1,703228.0,69.95,1999,27,65.62,18.94
64770,historical,568703,0.0,0.0,s,0,0,551251.0,49.99,1994,60,30.98248656474811,25.98
64771,historical,539962,0.0,0.0,s,1,0,4388.0,59.99,1994,123,30.98248656474811,27.99
64772,historical,531280,0.0,0.0,s,2,1,225300.0,59.99,2004,45,15.99,31.47
64773,historical,123833,1.0,1.0,s,2,1,296924.0,252.95,1995,87,30.98248656474811,42.98
64774,historical,554634,0.0,0.0,s,2,1,715607.0,191.95,1993,71,6.03,62.61
64775,historical,548352,0.0,0.0,s,6,1,138190.0,248.95,1993,95,6.03,38.63
64776,historical,637569,0.0,0.0,s,1,0,182319.0,59.99,2013,38,26.92,34.97
64777,historical,629566,0.0,0.0,s,25,1,189083.0,65.0,1995,51,28.2,39.21
64778,historical,644798,0.0,0.0,s,2,1,2740667.0,147.7,1997,20,158.99,45.79
64779,historical,146241,0.0,0.0,s,2,1,71003.0,49.99,2009,29,30.98248656474811,43.88
64781,historical,290183,0.0,0.0,s,3,1,311425.0,46.0,2008,58,23.97,35.99
64782,historical,205992,0.0,0.0,s,3,1,409625.0,85.0,2006,70,52.98,64.01
64783,historical,544960,0.0,0.0,s,2,1,38861.0,77.0,2010,25,40.38,53.63
64784,historical,2029148,0.0,0.0,s,2,1,610890.0,60.0,2015,10,30.98248656474811,38.33
64785,historical,199017,0.0,0.0,s,2,1,1375181.0,68.95,1998,45,70.38,5.58
64786,historical,2312026,0.0,0.0,s,0,0,931132.0,66.95,1975,29,30.98248656474811,71.13
64789,historical,801054,0.0,0.0,s,3,1,480867.0,44.95,2006,14,30.98248656474811,18.99
64791,historical,162683,0.0,0.0,s,3,1,172893.0,45.0,2009,58,24.32,17.98
64792,historical,546455,0.0,0.0,s,3,1,386410.0,72.99,2011,54,43.42,45.65
64793,historical,546753,0.0,0.0,s,4,1,41114.0,94.99,2013,47,60.6,47.17
64794,historical,2172809,0.0,0.0,s,4,1,90241.0,55.0,2015,16,43.95,36.83
64795,historical,903957,0.0,0.0,s,0,0,531905.0,35.0,2003,39,53.92,78.83
64796,historical,905272,0.0,0.0,s,2,1,921270.0,30.0,2014,68,25.75,17.22
64797,historical,1589702,0.0,0.0,s,1,0,749366.0,74.99,2008,29,30.98248656474811,33.63
64798,historical,531275,0.0,0.0,s,2,1,386787.0,45.95,2009,23,28.34,37.58
64799,historical,212968,0.0,0.0,s,2,1,213465.0,120.0,2003,34,37.32,79.8
64800,historical,299992,0.0,0.0,s,3,1,993665.0,69.99,2011,35,43.1,50.15
64802,historical,531272,0.0,0.0,s,2,1,1096775.0,59.99,2011,20,30.98248656474811,42.17
64804,historical,254466,0.0,0.0,s,2,1,85486.0,49.99,2011,45,17.96,28.99
64805,historical,631640,0.0,0.0,s,3,1,577434.0,43.95,2009,23,96.92,35.45
64806,historical,871572,0.0,0.0,s,6,1,87196.0,73.0,2015,29,67.34,52.91
64807,historical,139556,0.0,0.0,s,0,0,350243.0,299.0,1996,23,30.98248656474811,113.25
64808,historical,664185,0.0,0.0,s,2,1,554000.0,44.95,2013,26,22.75,25.33
64809,historical,144524,0.0,0.0,s,2,1,337986.0,64.99,2003,55,3.99,42.75
64810,historical,652378,0.0,0.0,s,3,1,708047.0,60.0,2013,40,33.38,45.36
64811,historical,607636,0.0,0.0,s,3,1,1587706.0,76.0,1997,59,43.99,7.87
64813,historical,257030,0.0,0.0,s,3,1,797105.0,25.74,1997,26,89.28,20.32
64814,historical,861996,1.0,1.0,s,2,1,32406.0,49.95,2014,29,33.95,31.01
64815,historical,613363,0.0,0.0,s,2,1,575862.0,49.99,2006,75,12.27,7.14
64816,historical,146181,0.0,0.0,s,3,1,454037.0,49.99,2009,38,12.27,33.99
64817,historical,867806,0.0,0.0,s,2,1,31654.0,44.95,2014,42,28.79,28.32
64818,historical,615567,1.0,1.0,s,0,0,585.0,72.0,2013,97,4.0,17.97
64819,historical,56928,0.0,0.0,s,1,0,143406.0,63.0,2000,243,4.0,7.63
64820,historical,664247,0.0,0.0,s,0,0,4826.0,72.0,2013,45,4.0,10.99
64822,historical,741114,0.0,0.0,s,3,1,1294102.0,64.99,2007,23,24.83,50.98
64823,historical,127051,0.0,0.0,s,1,0,702585.0,28.0,2008,71,7.4,20.73
64824,historical,616765,0.0,0.0,s,1,0,634768.0,56.95,2005,67,4.0,35.99
64825,historical,613320,0.0,0.0,s,2,1,51571.0,271.75,2001,80,26.95,75.42
64826,historical,616978,0.0,0.0,s,2,1,53769.0,100.0,2002,38,52.98,70.68
64827,historical,647962,0.0,0.0,s,2,1,161449.0,89.95,2008,32,17.25,41.69
64829,historical,2830251,1.0,1.0,s,5,1,565885.0,71.95,2003,64,30.98248656474811,14.8
64830,historical,705482,0.0,0.0,s,6,1,223635.0,181.25,2011,26,207.07,93.99
64831,historical,58036,0.0,0.0,s,4,1,903989.0,155.0,2003,58,207.07,23.99
